"Primary","RelatedTo","RelType"
"1612","1412","sibling"
"1612","1466","sibling"
"1612","1571","child"
"1612","1590","sibling"
"1612","2314","sibling"
"1612","2462","sibling"
"1612","2720","sibling"
"1612","2895","sibling"
"1613","1329","child"
"1613","1555","child"
"1613","1827","sibling"
"1613","1829","sibling"
"1614","705","sibling"
"1614","862","sibling"
"1614","2425","sibling"
"1614","2654","sibling"
"1614","2878","child"
"1614","2918","sibling"
"1615","487","sibling"
"1615","529","sibling"
"1615","938","sibling"
"1615","1267","halfSiblingSameFather"
"1615","1468","sibling"
"1615","1582","sibling"
"1615","1773","sibling"
"1615","1840","halfSiblingSameFather"
"1615","2082","child"
"1615","2143","child"
"1615","2357","sibling"
"1615","2832","halfSiblingSameFather"
"1615","2845","halfSiblingSameFather"
"1616","337","child"
"1616","478","sibling"
"1616","640","sibling"
"1616","648","sibling"
"1616","2492","sibling"
"1617","50","sibling"
"1617","320","sibling"
"1617","3055","child"
"1618","2496","child"
"1619","894","sibling"
"1619","2265","child"
"1621","329","child"
"1622","1592","father"
"1622","3084","child"
"1623","222","sibling"
"1623","646","sibling"
"1623","813","sibling"
"1623","2192","sibling"
"1623","2233","child"
"1623","2324","sibling"
"1623","2453","sibling"
"1623","2627","sibling"
"1624","3085","child"
"1625","1033","father"
"1626","1627","child"
"1627","1626","father"
"1628","1749","father"
"1628","2438","child"
"1629","945","spouseOrConcubine"
"1630","1314","father"
"1631","113","child"
"1631","120","sibling"
"1631","359","sibling"
"1631","804","sibling"
"1632","121","child"
"1632","214","father"
"1632","783","spouseOrConcubine"
"1632","3064","child"
"1633","784","child"
"1633","873","father"
"1634","1210","sibling"
"1634","1684","sibling"
"1634","1801","sibling"
"1634","2474","sibling"
"1634","2593","child"
"1635","17","sibling"
"1635","184","sibling"
"1635","262","sibling"
"1635","423","child"
"1635","865","sibling"
"1635","1115","sibling"
"1635","1137","sibling"
"1635","2244","sibling"
"1635","3037","sibling"
"1636","132","sibling"
"1636","2618","child"
"1638","645","child"
"1638","2355","sibling"
"1638","2706","sibling"
"1638","2878","sibling"
"1639","837","father"
"1639","1780","father"
"1639","1783","father"
"1640","39","sibling"
"1640","191","sibling"
"1640","842","sibling"
"1640","1011","sibling"
"1640","1345","sibling"
"1640","1462","sibling"
"1640","1465","sibling"
"1640","1686","child"
"1640","2227","sibling"
"1640","2253","sibling"
"1640","2568","sibling"
"1640","2602","sibling"
"1640","2911","sibling"
"1641","3044","child"
"1643","55","halfSiblingSameFather"
"1643","1185","halfSiblingSameFather"
"1643","1543","child"
"1643","1604","sibling"
"1643","1900","sibling"
"1643","2011","sibling"
"1643","2089","sibling"
"1643","2512","sibling"
"1643","2513","child"
"1643","3063","sibling"
"1644","480","sibling"
"1644","637","sibling"
"1644","1031","sibling"
"1644","1185","child"
"1644","1473","sibling"
"1644","1511","sibling"
"1644","1609","sibling"
"1644","2023","sibling"
"1644","2093","sibling"
"1644","2532","sibling"
"1644","2616","sibling"
"1644","2989","sibling"
"1645","1","mother"
"1645","242","spouseOrConcubine"
"1645","1305","sibling"
"1645","1790","sibling"
"1645","1820","child"
"1645","2004","sibling"
"1645","2087","mother"
"1645","2108","mother"
"1646","2036","father"
"1646","2297","child"
"1647","15","sibling"
"1647","1490","father"
"1647","2469","child"
"1649","2622","father"
"1650","2615","father"
"1652","627","sibling"
"1652","659","child"
"1652","2062","sibling"
"1652","2217","sibling"
"1653","1254","child"
"1653","2154","sibling"
"1655","771","child"
"1655","3056","sibling"
"1656","2294","child"
"1657","539","child"
"1659","3075","child"
"1660","2323","child"
"1661","878","child"
"1661","2990","sibling"
"1663","522","father"
"1664","82","sibling"
"1664","155","sibling"
"1664","281","sibling"
"1664","480","child"
"1664","644","sibling"
"1664","856","sibling"
"1664","2063","sibling"
"1664","2561","sibling"
"1664","2988","sibling"
"1665","758","sibling"
"1665","2704","child"
"1666","919","child"
"1666","1702","sibling"
"1667","1085","sibling"
"1667","1730","child"
"1667","1950","halfSiblingSameFather"
"1667","2516","halfSiblingSameFather"
"1667","3000","child"
"1668","180","sibling"
"1668","256","sibling"
"1668","970","sibling"
"1668","1093","sibling"
"1668","1135","child"
"1668","1539","sibling"
"1668","2301","sibling"
"1669","373","child"
"1669","378","father"
"1672","386","father"
"1673","1354","child"
"1674","1095","child"
"1675","987","spouseOrConcubine"
"1675","2872","child"
"1676","1152","child"
"1676","2971","child"
"1677","717","sibling"
"1677","2112","child"
"1677","2998","child"
"1679","1941","child"
"1680","1100","child"
"1680","1698","father"
"1680","2768","father"
"1681","893","child"
"1681","1100","father"
"1683","76","father"
"1683","3023","child"
"1684","1210","sibling"
"1684","1634","sibling"
"1684","1801","sibling"
"1684","2474","sibling"
"1684","2593","child"
"1685","58","child"
"1685","616","halfSiblingSameFather"
"1685","620","sibling"
"1685","630","halfSiblingSameFather"
"1685","999","father"
"1685","1782","child"
"1685","1978","sibling"
"1685","2075","sibling"
"1685","2569","father"
"1685","2727","sibling"
"1685","3086","sibling"
"1686","39","father"
"1686","191","father"
"1686","842","father"
"1686","1011","father"
"1686","1030","child"
"1686","1345","father"
"1686","1462","father"
"1686","1465","father"
"1686","1640","father"
"1686","2227","father"
"1686","2253","father"
"1686","2308","sibling"
"1686","2568","father"
"1686","2602","father"
"1686","2911","father"
"1687","264","father"
"1687","2745","father"
"1688","2700","child"
"1689","219","child"
"1690","1088","child"
"1690","1719","father"
"1691","1303","child"
"1692","152","child"
"1692","309","halfSiblingSameFather"
"1692","622","sibling"
"1692","641","sibling"
"1692","1990","sibling"
"1692","1999","father"
"1692","2000","halfSiblingSameFather"
"1692","2001","sibling"
"1692","2073","sibling"
"1692","2478","child"
"1693","20","child"
"1693","149","sibling"
"1694","2541","child"
"1695","684","child"
"1695","908","sibling"
"1695","2312","father"
"1695","2987","father"
"1696","1028","father"
"1697","323","child"
"1698","687","father"
"1698","1680","child"
"1698","2768","sibling"
"1700","369","father"
"1700","1316","father"
"1700","1383","father"
"1700","1755","father"
"1700","1848","father"
"1700","2081","father"
"1700","2197","father"
"1700","2639","child"
"1700","2640","father"
"1700","3026","father"
"1702","919","child"
"1702","1666","sibling"
"1704","30","child"
"1704","678","sibling"
"1704","1472","sibling"
"1704","2022","sibling"
"1704","2059","sibling"
"1704","2571","sibling"
"1704","3059","sibling"
"1705","2877","child"
"1706","647","child"
"1706","3070","father"
"1707","1123","father"
"1707","1970","child"
"1709","1123","child"
"1709","1211","father"
"1710","335","spouseOrConcubine"
"1710","337","halfSiblingSameFather"
"1710","463","sibling"
"1710","645","halfSiblingSameFather"
"1710","682","child"
"1710","973","halfSiblingSameFather"
"1710","1012","halfSiblingSameFather"
"1710","1206","father"
"1710","1262","halfSiblingSameFather"
"1710","1751","halfSiblingSameFather"
"1710","1820","halfSiblingSameFather"
"1710","1928","father"
"1710","2149","halfSiblingSameFather"
"1710","2386","child"
"1710","2429","halfSiblingSameFather"
"1710","2741","halfSiblingSameFather"
"1710","3002","halfSiblingSameFather"
"1711","1598","father"
"1712","330","child"
"1712","334","sibling"
"1712","2199","sibling"
"1712","2965","sibling"
"1715","683","child"
"1715","719","father"
"1715","905","father"
"1715","1721","father"
"1715","1756","father"
"1715","1938","spouseOrConcubine"
"1715","2747","father"
"1717","724","father"
"1717","1963","child"
"1718","1749","child"
"1718","2488","father"
"1719","1690","child"
"1719","1750","father"
"1721","719","sibling"
"1721","905","sibling"
"1721","1715","child"
"1721","1756","sibling"
"1721","1938","child"
"1721","2747","sibling"
"1722","1248","child"
"1722","1941","sibling"
"1723","215","child"
"1725","861","sibling"
"1725","1176","child"
"1726","524","sibling"
"1726","867","sibling"
"1726","1102","sibling"
"1726","1311","sibling"
"1726","1380","sibling"
"1726","1386","sibling"
"1726","1490","child"
"1726","1564","sibling"
"1726","1893","sibling"
"1726","1917","sibling"
"1726","1952","sibling"
"1726","2446","sibling"
"1726","2580","sibling"
"1726","2932","sibling"
"1727","2214","child"
"1730","236","child"
"1730","761","child"
"1730","1085","father"
"1730","1368","spouseOrConcubine"
"1730","1667","father"
"1730","1950","father"
"1730","2516","father"
"1730","3000","spouseOrConcubine"
"1731","3041","child"
"1732","819","father"
"1732","2497","child"
"1734","41","sibling"
"1734","906","sibling"
"1734","1314","child"
"1735","118","father"
"1735","375","child"
"1735","882","child"
"1736","701","child"
"1736","1199","sibling"
"1736","1306","sibling"
"1736","2309","sibling"
"1736","2407","sibling"
"1736","2506","sibling"
"1741","896","child"
"1746","2683","child"
"1747","899","father"
"1748","69","child"
"1748","673","sibling"
"1748","1808","child"
"1748","2118","halfSiblingSameFather"
"1748","2884","halfSiblingSameFather"
"1749","1628","child"
"1749","1718","father"
"1750","1719","child"
"1750","2743","father"
"1751","337","halfSiblingSameFather"
"1751","463","halfSiblingSameFather"
"1751","645","sibling"
"1751","682","child"
"1751","973","halfSiblingSameFather"
"1751","993","spouseOrConcubine"
"1751","1012","sibling"
"1751","1209","father"
"1751","1262","halfSiblingSameFather"
"1751","1710","halfSiblingSameFather"
"1751","1813","child"
"1751","1820","sibling"
"1751","2149","halfSiblingSameFather"
"1751","2250","father"
"1751","2338","father"
"1751","2429","sibling"
"1751","2593","father"
"1751","2741","sibling"
"1751","2984","father"
"1751","3002","sibling"
"1753","2490","child"
"1755","369","sibling"
"1755","1316","sibling"
"1755","1383","sibling"
"1755","1700","child"
"1755","1848","sibling"
"1755","2081","sibling"
"1755","2197","sibling"
"1755","2640","sibling"
"1755","3026","sibling"
"1756","719","sibling"
"1756","905","sibling"
"1756","1715","child"
"1756","1721","sibling"
"1756","1938","child"
"1756","2747","sibling"
"1760","2751","child"
"1761","247","child"
"1761","432","child"
"1761","662","mother"
"1761","913","mother"
"1761","1216","spouseOrConcubine"
"1761","1793","mother"
"1765","56","sibling"
"1765","471","sibling"
"1765","1384","sibling"
"1765","1426","sibling"
"1765","1445","sibling"
"1765","2021","sibling"
"1765","2240","sibling"
"1765","2606","sibling"
"1765","3054","child"
"1767","898","father"
"1769","79","sibling"
"1769","630","child"
"1769","911","sibling"
"1769","1025","sibling"
"1769","1341","sibling"
"1769","1770","sibling"
"1769","1887","sibling"
"1769","1945","sibling"
"1769","2046","sibling"
"1769","2094","sibling"
"1769","2148","sibling"
"1769","2164","sibling"
"1769","2837","sibling"
"1770","79","sibling"
"1770","630","child"
"1770","911","sibling"
"1770","1025","sibling"
"1770","1341","sibling"
"1770","1769","sibling"
"1770","1887","sibling"
"1770","1945","sibling"
"1770","2046","sibling"
"1770","2094","sibling"
"1770","2148","sibling"
"1770","2164","sibling"
"1770","2837","sibling"
"1773","286","father"
"1773","487","sibling"
"1773","529","sibling"
"1773","938","sibling"
"1773","1267","halfSiblingSameFather"
"1773","1468","sibling"
"1773","1582","sibling"
"1773","1615","sibling"
"1773","1840","halfSiblingSameFather"
"1773","2082","child"
"1773","2143","child"
"1773","2357","sibling"
"1773","2832","halfSiblingSameFather"
"1773","2845","halfSiblingSameFather"
"1774","2711","child"
"1775","1432","father"
"1776","197","sibling"
"1776","1144","child"
"1776","1281","sibling"
"1776","1794","sibling"
"1776","2242","sibling"
"1776","2838","sibling"
"1776","3042","sibling"
"1778","537","sibling"
"1778","840","child"
"1778","2259","father"
"1778","2496","father"
"1779","1047","child"
"1780","837","sibling"
"1780","1639","child"
"1780","1783","sibling"
"1782","58","spouseOrConcubine"
"1782","620","mother"
"1782","1685","mother"
"1782","1978","mother"
"1782","2075","mother"
"1782","2727","mother"
"1782","3086","mother"
"1783","837","sibling"
"1783","1639","child"
"1783","1780","sibling"
"1784","12","sibling"
"1784","23","child"
"1784","156","sibling"
"1784","575","sibling"
"1784","1292","sibling"
"1784","1844","child"
"1784","2078","sibling"
"1784","2131","sibling"
"1784","2181","sibling"
"1784","2478","father"
"1784","2972","sibling"
"1784","3111","sibling"
"1785","844","father"
"1785","1065","sibling"
"1785","1824","sibling"
"1785","1889","child"
"1786","7","child"
"1787","2696","father"
"1788","6","child"
"1788","1224","father"
"1789","744","child"
"1789","1018","sibling"
"1789","1154","sibling"
"1789","2828","sibling"
"1790","242","father"
"1790","658","father"
"1790","1305","sibling"
"1790","1475","father"
"1790","1645","sibling"
"1790","1820","child"
"1790","2004","sibling"
"1790","2929","father"
"1791","1863","child"
"1791","2297","father"
"1792","114","father"
"1793","662","sibling"
"1793","913","sibling"
"1793","1144","halfSiblingSameFather"
"1793","1216","child"
"1793","1761","child"
"1793","2430","halfSiblingSameFather"
"1794","197","sibling"
"1794","1144","child"
"1794","1281","sibling"
"1794","1776","sibling"
"1794","2242","sibling"
"1794","2838","sibling"
"1794","3042","sibling"
"1795","19","father"
"1795","351","father"
"1795","658","child"
"1795","1167","father"
"1795","2178","sibling"
"1795","2608","sibling"
"1795","3065","sibling"
"1796","1476","child"
"1796","2419","sibling"
"1796","2614","sibling"
"1796","2826","sibling"
"1797","19","child"
"1797","352","sibling"
"1798","602","child"
"1800","2899","father"
"1801","1210","sibling"
"1801","1634","sibling"
"1801","1684","sibling"
"1801","2474","sibling"
"1801","2593","child"
"1802","223","father"
"1802","2813","child"
"1803","487","child"
"1803","1813","father"
"1803","2386","father"
"1803","2401","sibling"
"1804","1092","father"
"1805","174","sibling"
"1805","690","child"
"1806","621","sibling"
"1806","1327","sibling"
"1806","1924","sibling"
"1806","2471","sibling"
"1806","2848","child"
"1807","2326","father"
"1808","69","spouseOrConcubine"
"1808","673","father"
"1808","1748","father"
"1808","2041","child"
"1808","2118","father"
"1808","2884","father"
"1808","3080","spouseOrConcubine"
"1809","2042","child"
"1809","2210","father"
"1810","997","spouseOrConcubine"
"1812","1253","child"
"1812","1937","sibling"
"1812","1939","sibling"
"1813","645","mother"
"1813","682","spouseOrConcubine"
"1813","1012","mother"
"1813","1751","mother"
"1813","1803","child"
"1813","1820","mother"
"1813","2386","sibling"
"1813","2429","mother"
"1813","2741","mother"
"1813","3002","mother"
"1815","192","child"
"1815","718","sibling"
"1816","253","sibling"
"1816","917","sibling"
"1816","923","sibling"
"1816","1835","sibling"
"1816","2100","child"
"1816","2150","sibling"
"1816","2288","sibling"
"1817","2110","child"
"1818","350","sibling"
"1818","999","child"
"1818","1819","sibling"
"1819","350","sibling"
"1819","999","child"
"1819","1818","sibling"
"1820","337","halfSiblingSameFather"
"1820","463","halfSiblingSameFather"
"1820","645","sibling"
"1820","682","child"
"1820","973","halfSiblingSameFather"
"1820","1012","sibling"
"1820","1262","halfSiblingSameFather"
"1820","1305","father"
"1820","1645","father"
"1820","1710","halfSiblingSameFather"
"1820","1751","sibling"
"1820","1790","father"
"1820","1813","child"
"1820","2004","father"
"1820","2149","halfSiblingSameFather"
"1820","2429","sibling"
"1820","2741","sibling"
"1820","3002","sibling"
"1821","1969","father"
"1821","1987","child"
"1822","1970","father"
"1822","2743","child"
"1823","691","father"
"1823","1305","child"
"1823","2699","sibling"
"1824","1065","sibling"
"1824","1785","sibling"
"1824","1889","child"
"1824","2689","father"
"1825","130","sibling"
"1825","267","sibling"
"1825","2590","sibling"
"1825","2650","child"
"1827","1329","child"
"1827","1555","child"
"1827","1613","sibling"
"1827","1829","sibling"
"1828","1228","mother"
"1829","1329","child"
"1829","1555","child"
"1829","1613","sibling"
"1829","1827","sibling"
"1830","451","father"
"1830","618","sibling"
"1830","984","father"
"1830","985","father"
"1830","1407","child"
"1830","2082","sibling"
"1830","2103","father"
"1831","248","sibling"
"1831","1015","sibling"
"1831","1016","sibling"
"1831","1238","sibling"
"1831","1487","father"
"1831","1552","father"
"1831","2485","child"
"1831","2719","sibling"
"1831","2860","sibling"
"1831","3062","sibling"
"1834","285","sibling"
"1834","312","sibling"
"1834","349","sibling"
"1834","1049","sibling"
"1834","2613","child"
"1835","253","sibling"
"1835","917","sibling"
"1835","923","sibling"
"1835","1816","sibling"
"1835","2100","child"
"1835","2150","sibling"
"1835","2288","sibling"
"1839","59","mother"
"1839","994","spouseOrConcubine"
"1839","2819","child"
"1840","487","halfSiblingSameFather"
"1840","529","halfSiblingSameFather"
"1840","938","halfSiblingSameFather"
"1840","1267","sibling"
"1840","1468","halfSiblingSameFather"
"1840","1582","halfSiblingSameFather"
"1840","1615","halfSiblingSameFather"
"1840","1773","halfSiblingSameFather"
"1840","2143","child"
"1840","2357","halfSiblingSameFather"
"1840","2433","child"
"1840","2832","sibling"
"1840","2845","sibling"
"1841","38","mother"
"1841","365","mother"
"1841","2412","spouseOrConcubine"
"1841","2610","mother"
"1841","2823","child"
"1841","2902","child"
"1841","3098","mother"
"1842","538","spouseOrConcubine"
"1842","2507","mother"
"1842","2576","mother"
"1842","2675","mother"
"1842","2866","mother"
"1843","607","child"
"1843","1570","sibling"
"1843","1877","spouseOrConcubine"
"1843","2316","mother"
"1843","2669","mother"
"1843","2732","sibling"
"1844","12","mother"
"1844","23","spouseOrConcubine"
"1844","156","mother"
"1844","575","mother"
"1844","1292","mother"
"1844","1784","mother"
"1844","2078","mother"
"1844","2131","mother"
"1844","2181","mother"
"1844","2972","mother"
"1844","3111","mother"
"1845","1372","father"
"1846","2659","father"
"1848","369","sibling"
"1848","1316","sibling"
"1848","1383","sibling"
"1848","1700","child"
"1848","1755","sibling"
"1848","2081","sibling"
"1848","2197","sibling"
"1848","2640","sibling"
"1848","3026","sibling"
"1850","73","child"
"1852","118","child"
"1852","1512","sibling"
"1858","257","child"
"1858","542","father"
"1862","409","child"
"1863","650","child"
"1863","1791","father"
"1866","3039","father"
"1867","3031","father"
"1868","2186","father"
"1869","2526","child"
"1870","84","child"
"1871","1964","child"
"1871","2132","father"
"1872","721","sibling"
"1872","1041","sibling"
"1872","2392","child"
"1876","1309","father"
"1877","340","sibling"
"1877","954","child"
"1877","986","father"
"1877","1317","father"
"1877","1364","father"
"1877","1843","spouseOrConcubine"
"1877","1928","child"
"1877","2316","father"
"1877","2669","father"
"1878","221","child"
"1880","726","child"
"1880","744","sibling"
"1880","1328","sibling"
"1880","1882","sibling"
"1880","2012","sibling"
"1880","2864","sibling"
"1880","2883","sibling"
"1882","726","child"
"1882","744","sibling"
"1882","1328","sibling"
"1882","1880","sibling"
"1882","2012","sibling"
"1882","2864","sibling"
"1882","2883","sibling"
"1884","25","sibling"
"1884","638","sibling"
"1884","1364","child"
"1885","534","child"
"1885","730","father"
"1886","2663","father"
"1887","79","sibling"
"1887","630","child"
"1887","911","sibling"
"1887","1025","sibling"
"1887","1216","spouseOrConcubine"
"1887","1341","sibling"
"1887","1769","sibling"
"1887","1770","sibling"
"1887","1945","sibling"
"1887","2046","sibling"
"1887","2094","sibling"
"1887","2148","sibling"
"1887","2164","sibling"
"1887","2430","mother"
"1887","2837","sibling"
"1888","869","child"
"1888","2412","spouseOrConcubine"
"1889","671","sibling"
"1889","1065","father"
"1889","1785","father"
"1889","1824","father"
"1889","2004","child"
"1889","2116","sibling"
"1891","212","child"
"1893","524","sibling"
"1893","867","sibling"
"1893","1102","sibling"
"1893","1311","sibling"
"1893","1380","sibling"
"1893","1386","sibling"
"1893","1490","child"
"1893","1564","sibling"
"1893","1726","sibling"
"1893","1917","sibling"
"1893","1952","sibling"
"1893","2446","sibling"
"1893","2580","sibling"
"1893","2932","sibling"
"1894","617","child"
"1894","2566","sibling"
"1895","1548","sibling"
"1895","2083","sibling"
"1895","2211","sibling"
"1895","2868","sibling"
"1895","3035","child"
"1896","857","sibling"
"1896","1035","sibling"
"1896","2116","child"
"1896","2533","father"
"1897","940","sibling"
"1897","1134","child"
"1897","2147","child"
"1897","2450","spouseOrConcubine"
"1898","924","father"
"1898","977","father"
"1898","1222","father"
"1898","1488","father"
"1900","55","halfSiblingSameFather"
"1900","1185","halfSiblingSameFather"
"1900","1543","child"
"1900","1604","sibling"
"1900","1643","sibling"
"1900","2011","sibling"
"1900","2089","sibling"
"1900","2512","sibling"
"1900","2513","child"
"1900","3063","sibling"
"1901","588","father"
"1901","746","child"
"1904","2404","child"
"1907","845","sibling"
"1907","1363","child"
"1908","478","child"
"1908","514","father"
"1908","1469","sibling"
"1909","2283","father"
"1912","1417","child"
"1915","749","sibling"
"1915","791","child"
"1915","1558","sibling"
"1915","2170","sibling"
"1915","2293","sibling"
"1915","2456","sibling"
"1915","2655","sibling"
"1915","3030","sibling"
"1917","524","sibling"
"1917","867","sibling"
"1917","1102","sibling"
"1917","1311","sibling"
"1917","1380","sibling"
"1917","1386","sibling"
"1917","1490","child"
"1917","1564","sibling"
"1917","1726","sibling"
"1917","1893","sibling"
"1917","1952","sibling"
"1917","2446","sibling"
"1917","2580","sibling"
"1917","2932","sibling"
"1918","6","father"
"1918","1428","child"
"1923","266","sibling"
"1923","1218","sibling"
"1923","1252","child"
"1924","621","sibling"
"1924","1327","sibling"
"1924","1806","sibling"
"1924","2471","sibling"
"1924","2848","child"
"1927","195","sibling"
"1927","1026","sibling"
"1927","2248","sibling"
"1927","2665","sibling"
"1927","2719","child"
"1928","335","child"
"1928","340","father"
"1928","954","spouseOrConcubine"
"1928","1206","sibling"
"1928","1710","child"
"1928","1877","father"
"1929","1303","father"
"1930","236","father"
"1930","1499","child"
"1930","1512","child"
"1930","2040","spouseOrConcubine"
"1933","2468","father"
"1934","66","father"
"1935","2543","child"
"1937","1253","child"
"1937","1812","sibling"
"1937","1939","sibling"
"1938","719","mother"
"1938","905","mother"
"1938","1484","child"
"1938","1715","spouseOrConcubine"
"1938","1721","mother"
"1938","1756","mother"
"1938","2747","mother"
"1939","1253","child"
"1939","1812","sibling"
"1939","1937","sibling"
"1940","950","spouseOrConcubine"
"1941","1248","child"
"1941","1679","mother"
"1941","1722","sibling"
"1944","285","child"
"1944","1308","sibling"
"1944","1566","sibling"
"1944","2908","sibling"
"1945","79","sibling"
"1945","630","child"
"1945","911","sibling"
"1945","1025","sibling"
"1945","1341","sibling"
"1945","1769","sibling"
"1945","1770","sibling"
"1945","1887","sibling"
"1945","2046","sibling"
"1945","2094","sibling"
"1945","2148","sibling"
"1945","2164","sibling"
"1945","2837","sibling"
"1946","1980","mother"
"1946","2043","child"
"1949","2664","father"
"1950","1085","halfSiblingSameFather"
"1950","1368","child"
"1950","1667","halfSiblingSameFather"
"1950","1730","child"
"1950","2516","sibling"
"1951","2051","child"
"1952","524","sibling"
"1952","867","sibling"
"1952","1102","sibling"
"1952","1311","sibling"
"1952","1380","sibling"
"1952","1386","sibling"
"1952","1490","child"
"1952","1564","sibling"
"1952","1726","sibling"
"1952","1893","sibling"
"1952","1917","sibling"
"1952","2446","sibling"
"1952","2580","sibling"
"1952","2932","sibling"
"1953","828","father"
"1959","1436","father"
"1959","2057","child"
"1959","2639","father"
"1960","2968","father"
"1961","1997","father"
"1961","2152","child"
"1963","239","child"
"1963","1717","father"
"1964","1871","father"
"1964","2488","child"
"1968","683","father"
"1968","1069","child"
"1969","1484","father"
"1969","1821","child"
"1970","1707","father"
"1970","1822","child"
"1971","193","child"
"1973","2520","child"
"1974","885","sibling"
"1974","1224","child"
"1974","1288","sibling"
"1974","1430","sibling"
"1974","2233","sibling"
"1974","3051","sibling"
"1978","58","child"
"1978","616","halfSiblingSameFather"
"1978","620","sibling"
"1978","630","halfSiblingSameFather"
"1978","1685","sibling"
"1978","1782","child"
"1978","2075","sibling"
"1978","2727","sibling"
"1978","3086","sibling"
"1979","1003","father"
"1980","1342","spouseOrConcubine"
"1980","1946","child"
"1982","929","child"
"1982","1220","father"
"1983","611","child"
"1983","2041","father"
"1987","724","child"
"1987","1821","father"
"1988","81","child"
"1988","2185","father"
"1989","2286","father"
"1990","152","child"
"1990","309","halfSiblingSameFather"
"1990","622","sibling"
"1990","641","sibling"
"1990","1692","sibling"
"1990","2000","halfSiblingSameFather"
"1990","2001","sibling"
"1990","2073","sibling"
"1990","2478","child"
"1992","1088","father"
"1992","1997","child"
"1993","119","sibling"
"1993","2055","child"
"1993","2363","sibling"
"1993","2827","sibling"
"1996","1266","child"
"1996","2300","father"
"1997","1961","child"
"1997","1992","father"
"1998","1453","sibling"
"1998","2254","father"
"1998","2259","child"
"1999","1692","child"
"1999","2055","father"
"2000","309","sibling"
"2000","622","sibling"
"2000","641","halfSiblingSameFather"
"2000","1692","halfSiblingSameFather"
"2000","1990","halfSiblingSameFather"
"2000","2001","halfSiblingSameFather"
"2000","2073","halfSiblingSameFather"
"2000","2444","child"
"2000","2478","child"
"2001","105","spouseOrConcubine"
"2001","152","child"
"2001","309","halfSiblingSameFather"
"2001","622","sibling"
"2001","641","sibling"
"2001","1692","sibling"
"2001","1990","sibling"
"2001","2000","halfSiblingSameFather"
"2001","2073","sibling"
"2001","2478","child"
"2003","198","father"
"2003","3047","child"
"2004","671","father"
"2004","1305","sibling"
"2004","1645","sibling"
"2004","1790","sibling"
"2004","1820","child"
"2004","1889","father"
"2004","2116","father"
"2005","516","spouseOrConcubine"
"2005","619","father"
"2005","715","sibling"
"2005","909","sibling"
"2005","1202","sibling"
"2005","1219","father"
"2005","1244","child"
"2005","1280","father"
"2005","1544","spouseOrConcubine"
"2005","2088","father"
"2005","2544","father"
"2006","2899","child"
"2010","67","sibling"
"2010","295","sibling"
"2010","538","child"
"2010","701","sibling"
"2010","889","sibling"
"2010","1282","sibling"
"2010","1408","sibling"
"2010","1476","father"
"2010","1571","sibling"
"2010","2113","sibling"
"2010","2507","sibling"
"2010","2576","sibling"
"2010","2675","sibling"
"2010","2716","sibling"
"2010","2866","sibling"
"2011","55","halfSiblingSameFather"
"2011","1185","halfSiblingSameFather"
"2011","1543","child"
"2011","1604","sibling"
"2011","1643","sibling"
"2011","1900","sibling"
"2011","2089","sibling"
"2011","2512","sibling"
"2011","2513","child"
"2011","3063","sibling"
"2012","726","child"
"2012","744","sibling"
"2012","1328","sibling"
"2012","1880","sibling"
"2012","1882","sibling"
"2012","2864","sibling"
"2012","2883","sibling"
"2013","743","father"
"2013","760","father"
"2013","785","father"
"2013","1051","father"
"2013","1138","father"
"2013","2991","father"
"2013","3004","father"
"2014","474","father"
"2016","2322","father"
"2017","598","child"
"2017","2026","father"
"2018","473","father"
"2020","367","father"
"2021","56","sibling"
"2021","471","sibling"
"2021","1384","sibling"
"2021","1426","sibling"
"2021","1445","sibling"
"2021","1765","sibling"
"2021","2240","sibling"
"2021","2606","sibling"
"2021","3054","child"
"2022","30","child"
"2022","678","sibling"
"2022","1472","sibling"
"2022","1704","sibling"
"2022","2059","sibling"
"2022","2571","sibling"
"2022","3059","sibling"
"2023","480","sibling"
"2023","637","sibling"
"2023","1031","sibling"
"2023","1185","child"
"2023","1473","sibling"
"2023","1511","sibling"
"2023","1609","sibling"
"2023","1644","sibling"
"2023","2093","sibling"
"2023","2532","sibling"
"2023","2616","sibling"
"2023","2989","sibling"
"2024","1541","child"
"2024","2459","father"
"2025","2656","child"
"2026","707","father"
"2026","2017","child"
"2031","474","child"
"2031","987","father"
"2032","485","child"
"2036","1646","child"
"2036","2460","father"
"2040","236","mother"
"2040","1425","child"
"2040","1930","spouseOrConcubine"
"2041","1808","father"
"2041","1983","child"
"2042","1192","child"
"2042","1809","father"
"2043","1946","father"
"2045","1350","child"
"2046","79","sibling"
"2046","630","child"
"2046","911","sibling"
"2046","1025","sibling"
"2046","1341","sibling"
"2046","1769","sibling"
"2046","1770","sibling"
"2046","1887","sibling"
"2046","1945","sibling"
"2046","2094","sibling"
"2046","2148","sibling"
"2046","2164","sibling"
"2046","2837","sibling"
"2047","2095","father"
"2047","2518","child"
"2050","2398","father"
"2050","2688","child"
"2051","1951","father"
"2051","3069","child"
"2052","901","sibling"
"2052","1189","sibling"
"2052","2090","sibling"
"2052","2536","father"
"2052","2929","child"
"2052","3096","sibling"
"2054","597","child"
"2055","119","father"
"2055","1993","father"
"2055","1999","child"
"2055","2363","father"
"2055","2827","father"
"2057","1959","father"
"2058","2505","father"
"2059","30","child"
"2059","678","sibling"
"2059","1472","sibling"
